vin,car_make,car_year,car_color,value,state
TRUTX28N221663237,GMC,1998,Green,75927.97,California
5J6TF2H52DL831795,Jeep,2000,Mauv,43161.10,Michigan
3C3CFFHH8FT780595,Mercedes-Benz,2002,Green,55115.39,Alabama
KMHCT4AE5EU541031,Lexus,1997,Crimson,67444.11,Georgia
4JGDA2EB6EA943608,Subaru,1998,Aquamarine,27013.34,South Carolina
WAUWGAFC6FN173639,GMC,1992,Goldenrod,62890.88,Arizona
WA1MYAFE4AD935805,Chevrolet,1996,Fuscia,21198.12,Michigan
JH4DC54843C646309,Mercedes-Benz,2007,Violet,79116.70,Texas
KNAFU5A27C5854161,Audi,1985,Puce,57279.15,Texas
2C3CDXEJ8DH183648,Toyota,2005,Pink,45263.18,Ohio
1ZVBP8AM7D5167160,BMW,2009,Mauv,22233.99,California
JN8AZ2KR7AT157966,Lexus,2007,Violet,52328.30,California
WP0AA2A95BS929599,Jeep,1992,Puce,39021.72,Texas
WAUSFAFL1AA233778,Ford,2000,Turquoise,43432.47,Texas
WAUDV94F87N318920,Hyundai,2010,Yellow,65395.75,California
19VDE1F5XEE117491,Mitsubishi,1995,Yellow,59782.92,Pennsylvania
YV440MBD8F1043123,Mercedes-Benz,2008,Khaki,69310.91,Tennessee
WAUDL64FX5N253831,Lexus,2007,Maroon,26511.05,Texas
5J6TF3H54FL867609,Dodge,1976,Pink,65340.91,Nevada
5UXFB93582L361380,Dodge,1999,Yellow,35559.16,Michigan
2C3CCAXJ6DH009462,GMC,1998,Violet,38192.89,Colorado
5J8TB4H30GL845261,Audi,1985,Fuscia,69066.82,New Jersey
JM1DE1KY0E0832862,Buick,2002,Violet,68378.69,Minnesota
KNDMG4C79C6491229,Buick,2007,Indigo,41168.60,Virginia
WAUGFAFC1EN473675,Mercury,1998,Puce,50511.79,Pennsylvania
WAUVT58E63A642051,Mitsubishi,2000,Maroon,73000.06,West Virginia
YV126MFK7F2653245,BMW,2003,Goldenrod,41335.05,Texas
WA1FFCFS8FR617731,Nissan,2011,Violet,47155.03,Texas
WBANF33596B815725,Dodge,1992,Red,21440.00,Texas
1G6AL1R36F0916207,GMC,1996,Pink,58077.85,Oklahoma
SCFAB05D39G270873,Ford,2006,Crimson,76459.01,Oregon
WVGAV3AXXDW863373,Lexus,2008,Violet,45810.13,Texas
1G6DE8EY1B0338643,Porsche,1985,Aquamarine,24456.83,Oklahoma
1GKMCCE30AR309997,Toyota,2001,Maroon,52790.48,Texas
WBAEH13527C100098,Pontiac,1990,Puce,66708.90,Minnesota
JTDKDTB32F1979917,Lincoln,1994,Fuscia,20972.79,New York
1J4PR4GK4AC963108,Hyundai,1993,Turquoise,61406.40,North Dakota
WAURFAFR4AA103111,GMC,1992,Maroon,58279.49,North Carolina
WAUWGBFB1BN225525,Buick,1991,Mauv,70191.32,Texas
1G6DS5EV4A0249712,Mercedes-Benz,2010,Fuscia,64780.67,Connecticut
JN1AZ4EH7AM347273,BMW,2001,Pink,40979.63,Michigan
YV1672MK1B2289775,Mercury,1986,Blue,79851.38,Oklahoma
SALAK2V62FA528867,Dodge,1998,Goldenrod,44855.30,Florida
19XFB2F51FE054264,Nissan,1999,Maroon,79582.50,Florida
JM1DE1HY4B0039860,Honda,2004,Puce,42314.55,Illinois
4T1BD1FK8FU537563,Jaguar,2009,Crimson,20147.71,Connecticut
1G6DF577080507835,Audi,2005,Goldenrod,42338.08,Florida
1FTSE3EL8AD585223,Subaru,2007,Teal,70575.91,Arizona
JTHDU1EF0A5145275,Buick,2006,Aquamarine,76285.09,Texas
3VW8S7AT6FM217764,Toyota,1992,Turquoise,52306.61,Texas
1GKS1KE0XER184638,Chevrolet,1955,Orange,65170.01,Mississippi
1G6AG5RX0D0301065,Toyota,2000,Fuscia,24438.10,Pennsylvania
WA1EY74L67D054380,Cadillac,2010,Aquamarine,36984.32,Minnesota
1N6AA0EJ8FN398070,Volkswagen,1986,Maroon,55168.47,West Virginia
KMHGH4JH2DU347746,Lotus,2006,Goldenrod,31051.10,Iowa
WP0CA2A85CS086618,Lotus,2010,Turquoise,56497.51,Vermont
WBAYF4C51ED392208,Chevrolet,1960,Pink,28678.21,Pennsylvania
5UXFE83578L672633,Mitsubishi,2008,Blue,55381.17,West Virginia
WP0CA2A82ES727470,Nissan,2004,Pink,77958.70,New York
WBAKB0C57CC945506,GMC,2009,Puce,39207.14,Iowa
3D7TT2HT1BG827184,Porsche,2003,Aquamarine,39281.52,Delaware
1D7RV1CT3BS138973,BMW,2001,Pink,25035.98,Nevada
JTEBU5JRXC5888752,Toyota,1993,Maroon,65703.82,Washington
WAURD68D92A092662,Chevrolet,1998,Fuscia,45090.36,District of Columbia
SALWR2TF5FA933674,Ford,1993,Teal,50729.08,Georgia
WVGAV7AX6AW111303,Volkswagen,1989,Fuscia,22531.88,Texas
SCFFDCCD0AG937200,Honda,1996,Fuscia,66965.60,Kentucky
5GAER23D59J780687,Ford,2011,Maroon,27959.14,Florida
WDDGF4HB1DA288613,Infiniti,2008,Red,50174.01,Texas
WVGEF9BP9ED521085,Honda,1983,Orange,58817.19,Virginia
3D7JB1EK4AG569063,Chevrolet,1999,Khaki,46015.17,District of Columbia
1G6KE54Y44U811485,Isuzu,1997,Green,51399.25,California
WBADT53402C495898,Mercedes-Benz,1998,Aquamarine,49967.30,Georgia
WBSBR93436P836010,Bugatti,2011,Yellow,20237.55,Minnesota
YV1672MK3A2376639,Pontiac,1999,Red,69844.42,Connecticut
1FTFW1E80AK846533,Dodge,2004,Red,66835.99,Pennsylvania
4T3BA3BB6FU822120,Volkswagen,2000,Maroon,71117.59,Texas
1C4RDHAG6DC256086,Chrysler,2001,Orange,73356.35,Texas
3C63D3HL0CG471994,Mazda,1997,Orange,24501.72,Texas
3D73M3HL6BG716102,Isuzu,2002,Violet,69935.10,Virginia
1VWAP7A38EC905137,Mercury,2005,Violet,50545.93,Louisiana
1FTEX1CM1BK460892,Land Rover,1995,Mauv,46666.52,Colorado
1G6AB5R39D0779268,Ford,1988,Indigo,44435.31,Florida
1N4AA5AP6BC675000,Honda,1998,Indigo,29445.74,Texas
1G6DD67V380405858,Ford,1988,Puce,26068.64,California
WA1LFBFP7DA699925,Mercury,1989,Turquoise,68394.32,Tennessee
1G6DG5E55D0222329,Plymouth,2000,Yellow,42545.61,Texas
5NPDH4AE2CH758960,Eagle,1992,Blue,56255.74,South Carolina
WAULC68E33A773371,Buick,1994,Orange,50518.62,West Virginia
WA1UFAFL6EA157356,Ford,2009,Crimson,71882.26,Texas
WBAAW33491E534313,Isuzu,2008,Aquamarine,62856.02,Oklahoma
SCBLC37FX4C934755,Bentley,2006,Orange,74499.33,Texas
WAUDT74F15N808851,Lincoln,1992,Blue,43513.89,Missouri
WUARL48H15K631435,Mazda,2009,Khaki,34262.98,New Jersey
4T1BD1EB0DU890944,Jaguar,2012,Orange,74474.17,Ohio
19XFA1E52AE180527,Volkswagen,1988,Turquoise,55901.83,Pennsylvania
SCBGT3ZA6DC364756,Mercury,1987,Indigo,22331.70,Kentucky
3D7LT2ET5BG128161,BMW,2007,Blue,79624.19,North Carolina
WDDHH8JB8FB498414,Mazda,2008,Orange,56556.60,New Mexico
WAUKF78P39A484624,Geo,1997,Crimson,77323.40,Missouri
JH4CL96806C859326,Mitsubishi,2005,Turquoise,34810.71,Pennsylvania
WBAAZ33465K643956,Cadillac,2000,Crimson,34629.02,California
1G4HP54K214698253,Mercedes-Benz,2002,Pink,62613.66,Texas
WAUPL58EX5A072275,Ford,2006,Teal,24463.61,Nevada
1G6DN57P590004323,Oldsmobile,1994,Green,23272.31,New York
2C4RDGEG6FR988619,Mazda,1994,Indigo,54063.99,California
3D7JB1EK2AG898988,Isuzu,2001,Yellow,38518.24,South Dakota
WA1CFAFP2CA136841,Cadillac,2009,Red,37478.83,Virginia
W04GZ5GV5B1219093,Audi,2010,Khaki,27838.42,California
1FTEX1EW1AF200739,Ford,2003,Indigo,60345.00,North Carolina
2G4GK5EXXE9674628,Saab,1992,Puce,48679.10,Illinois
WAUSH98E87A954664,Chrysler,1996,Crimson,69400.68,Indiana
KL4CJDSB7FB801130,Oldsmobile,1996,Blue,75208.52,Kentucky
WBAEU33492P134359,Dodge,1996,Purple,50912.10,Missouri
3VWKX7AJ8DM714026,Isuzu,1999,Yellow,47655.83,Arizona
JN8AE2KP4E9395108,Toyota,2013,Aquamarine,34501.60,New York
WAULC68E15A006539,Cadillac,1998,Violet,44664.21,Oklahoma
WAUEH48H07K536054,Buick,1989,Pink,57235.65,California
1D4PT5GK5AW443823,Mercedes-Benz,1996,Fuscia,55774.92,Florida
WBALM7C58AE889049,Cadillac,2012,Green,75022.37,Texas
JN8AE2KP2B9783174,Oldsmobile,1996,Violet,61381.32,Michigan
WAUDH98E57A526253,Ford,1986,Green,60907.34,California
3N1AB6AP9AL650059,Mitsubishi,2007,Aquamarine,50767.98,California
3D7JB1EP4AG772241,Ford,2008,Mauv,55293.78,Texas
JTDKN3DP0F3381648,Dodge,1998,Mauv,35246.44,Ohio
1C4SDJCT9CC758575,Honda,1988,Orange,52866.33,Massachusetts
JH4KB2F63CC149305,Spyker,2004,Violet,59634.32,Colorado
3TMJU4GN5FM668433,Lamborghini,2004,Puce,62771.74,Maryland
KNAFU6A22B5972378,Volkswagen,2012,Teal,65791.58,Utah
WVWBB7AJXDW178732,Hyundai,2000,Orange,65767.71,Ohio
YV4902DZ0E2954591,Aston Martin,2008,Khaki,48767.61,Louisiana
3C3CFFAR1FT577132,Dodge,1993,Goldenrod,30846.25,Arkansas
3LNDL2L38CR830316,Oldsmobile,2004,Violet,59002.14,Florida
3G5DA03LX6S741088,Ford,2005,Aquamarine,65045.23,Virginia
1D7RV1GT9BS761850,Chevrolet,2012,Violet,77054.08,Kentucky
1ZVBP8AN1A5768729,BMW,2003,Red,33963.37,New York
4T1BK3DB2CU975947,Ford,2005,Pink,48261.89,Arizona
KMHDB8AE2CU924078,BMW,1992,Blue,54190.00,District of Columbia
4USBT33454L988049,Eagle,1998,Indigo,31025.08,Florida
WBS3R9C57FF271408,Mercedes-Benz,2003,Goldenrod,27947.03,Ohio
WDDHF0EB0FB664233,Chevrolet,2004,Green,49249.19,South Carolina
1G6AM5S3XF0003478,Chevrolet,1993,Indigo,22718.97,Ohio
5N1AN0NW6FN797333,Toyota,2002,Fuscia,40050.06,Michigan
1FMJU1H58AE258701,Ferrari,2012,Violet,37271.19,Iowa
WBANV13519C045185,Chrysler,2012,Teal,74905.69,Louisiana
5UXFE4C54AL437041,Oldsmobile,1998,Goldenrod,28413.50,Texas
JTDKN3DP6C3372108,Saturn,2001,Purple,58621.84,Virginia
3C4PDDDG2CT105454,Ford,1991,Orange,63324.49,Washington
WAUFFAFL9EN900077,Audi,2008,Goldenrod,55907.51,Florida
WBSBR93446P025090,Dodge,2008,Mauv,34503.62,Kentucky
5UXWX5C59BL744934,Acura,2012,Mauv,72532.20,Colorado
YV4952CY3E1503168,Audi,2010,Khaki,57142.45,Minnesota
WAURMAFDXEN168702,Pontiac,1984,Turquoise,55407.94,Nevada
WAUFFAFL4DA952156,Acura,1993,Orange,25728.35,Virginia
19UUA66298A755875,Mitsubishi,2001,Khaki,36557.68,Pennsylvania
3N1BC1AP0BL274003,Mercedes-Benz,2008,Orange,26884.15,Georgia
YV140MEB2F1152801,Mitsubishi,2009,Teal,73507.11,Kansas
VNKJTUD38FA861900,Isuzu,2006,Purple,27001.47,Oklahoma
WAULFAFR2AA344459,Plymouth,1976,Crimson,37160.92,California
KMHTC6AD9FU584372,Mercedes-Benz,2007,Aquamarine,76156.98,Tennessee
WAUDL54F45N392539,Chevrolet,2007,Puce,63788.86,Virginia
3GTU2YEJ4DG034259,Honda,1991,Red,61292.77,Arizona
WDDLJ7DB8DA317075,Dodge,2008,Orange,67458.76,New York
1G4GE5G36FF853565,Pontiac,1996,Yellow,61512.65,North Carolina
WBA3K5C5XFK538937,Dodge,1998,Red,59181.53,Indiana
WDDGF4HB4DA630491,Ford,2003,Yellow,42472.47,South Carolina
WBAEV53403K306592,Maserati,2008,Turquoise,36443.12,Ohio
JA4AS2AW4DU600266,Volkswagen,1995,Puce,41164.30,New York
WBASN4C53BC726247,Volkswagen,1983,Mauv,25490.27,Indiana
WAUHF98P28A554621,GMC,2002,Mauv,50697.87,Illinois
JTDJTUD36ED567613,Mitsubishi,2009,Goldenrod,51886.00,Texas
1N6AD0CU6FN150839,Chevrolet,1985,Blue,27074.18,Wisconsin
5N1AA0ND2EN562646,Dodge,2007,Khaki,45670.07,Georgia
WAUML54D81N217865,Land Rover,2002,Aquamarine,61872.29,California
WAUDFAFC6EN961913,Ford,1992,Mauv,74912.80,Florida
WBA3B3C51EF431674,Chrysler,2008,Blue,36100.11,Colorado
W06VR54R71R574224,Chevrolet,1995,Mauv,69856.80,Louisiana
SCBCR63W45C895734,Chevrolet,1996,Mauv,43208.37,District of Columbia
WAUDT74F55N676791,Dodge,2006,Violet,69676.17,Texas
JM1NC2JF1C0527125,Ford,1988,Violet,48458.77,Kentucky
1G4GE5GD1BF777126,Mercury,1986,Mauv,37665.87,Texas
JTEBU4BFXDK835924,Chevrolet,1994,Teal,61854.33,Florida
5NPEB4AC2EH724945,GMC,2011,Red,20491.35,Texas
5UXFG8C51AL402006,Audi,2002,Yellow,31524.31,New Jersey
3VWKX7AJ4AM007551,Chrysler,2010,Teal,25759.78,California
WBAPM73539A179383,Chevrolet,1996,Mauv,29290.38,Kentucky
KMHCM3AC4AU128825,Lincoln,2005,Violet,27030.45,Connecticut
WAUAC68DX1A827180,GMC,1994,Green,36013.93,Louisiana
WBSBR93405P550145,Audi,2009,Teal,71828.35,Texas
WBA3V9C52F5313585,Infiniti,2008,Puce,49043.36,Tennessee
1FMCU0E71AK329697,Mitsubishi,1987,Violet,36668.81,Arizona
3VWJP7AT5CM734312,Suzuki,2007,Mauv,60811.10,North Carolina
ZHWGU6BZ9CL329226,Ford,2008,Yellow,53923.93,Iowa
SAJWA2EK4EM879078,Rolls-Royce,2007,Violet,53406.40,Connecticut
WAU2MAFCXFN736571,Volvo,2012,Aquamarine,54989.67,Missouri
1G4HE57Y18U590156,Ford,1992,Green,77900.87,Florida
2C3CDXEJXCH068256,Dodge,2001,Teal,32869.22,Arizona
KNAFX6A84F5148318,Toyota,1993,Fuscia,22062.84,New Jersey
1D7RW3GK2AS919427,GMC,1999,Teal,37167.09,New York
3GYFNAE30ES126874,Mazda,1992,Khaki,69925.46,North Carolina
1D7CW7GP1AS801247,Mazda,1996,Khaki,58249.29,Virginia
WBA3A9C52FK567083,Lotus,2008,Maroon,22899.00,Maryland
3N1CE2CP1FL621801,GMC,1999,Red,40605.00,West Virginia
WBAPH7C53BE054693,Mercedes-Benz,2007,Pink,57195.74,California
1D7RB1CT4BS221143,Lincoln,2005,Orange,27830.14,West Virginia
WBA5B1C56ED034924,Dodge,2006,Goldenrod,21447.59,Virginia
WDDHF2EB6CA595142,Isuzu,1997,Maroon,26081.30,Virginia
2FMDK3JC4AB562675,GMC,1995,Maroon,24380.53,District of Columbia
2T3BFREV3DW267179,Dodge,1998,Goldenrod,33010.83,New Mexico
WA1VMAFE3ED028517,Mercury,1996,Mauv,29294.18,Florida
1GD02ZCG9BZ554090,Nissan,2010,Red,52421.30,Kentucky
5N1AA0NE1FN977922,Audi,2007,Purple,27447.60,Louisiana
1G6KS54Y03U197302,Lexus,2006,Pink,74452.06,California
JH4CU25649C787958,Cadillac,2009,Violet,56518.72,Tennessee
3C6TD5JT1CG033328,Cadillac,1992,Goldenrod,46571.23,California
4T1BD1FK1EU229357,Panoz,2007,Violet,67120.14,Florida
JN8AF5MV8FT691599,Mazda,1997,Crimson,23992.49,Louisiana
KMHTC6ADXEU876160,Ford,1987,Goldenrod,21535.62,Louisiana
WBALZ3C56CC061106,Toyota,2003,Goldenrod,61105.17,Florida
WAUHE78P49A014082,Mazda,1988,Blue,61242.63,Pennsylvania
3D73Y4HL9AG725885,Mazda,1992,Goldenrod,66352.53,Connecticut
WAUGGAFR0DA212531,Chevrolet,2006,Puce,52380.75,Nevada
WAUAF78E58A926781,Mitsubishi,2002,Puce,54754.95,New York
WAUGF78K69A167155,Jeep,2011,Aquamarine,40784.14,Colorado
5FRYD4H86FB043226,Ford,1984,Violet,47357.42,California
JM1NC2PF0F0837939,Ford,1997,Purple,55646.66,Texas
2G4WF521331961370,Pontiac,1987,Green,59840.85,Florida
1D4PU7GX4BW803816,Subaru,2002,Crimson,64776.71,Florida
5TFCY5F10DX526399,Toyota,2003,Puce,63686.27,New York
1G6DV1EP6C0996930,Honda,2003,Purple,24680.70,Florida
JM1NC2SF0F0250941,Ford,2004,Goldenrod,45298.04,Kansas
2G4GT5GX0E9153783,Mitsubishi,2007,Turquoise,75916.19,Washington
JN1AZ4EH9CM455557,Lexus,2001,Green,28723.10,Nebraska
5FRYD3H81FB635059,Ford,1987,Teal,64294.71,West Virginia
3VW4S7AT8EM230965,Saab,2007,Aquamarine,47838.89,Colorado
WAUPL68E45A483175,Hillman,1950,Yellow,57976.54,Pennsylvania
1G6DM1E3XC0492736,Hyundai,1998,Violet,29262.12,Pennsylvania
JN8AZ2KR0AT944077,Mercedes-Benz,1985,Mauv,71082.35,New York
WBALM5C5XBE337428,GMC,2004,Puce,61245.97,Missouri
WA1WMBFE8BD043911,Porsche,1990,Purple,52192.18,Idaho
NM0GE9F79F1719756,Toyota,2001,Blue,72424.03,Michigan
1C3BCBGG7DN048459,Chevrolet,2011,Mauv,79536.29,California
WAUDK78T68A429049,Dodge,2002,Mauv,44483.25,California
JHMZE2H50AS991712,Chevrolet,1967,Violet,67825.83,Ohio
WAUEG78E66A352347,Volvo,2003,Indigo,58042.18,District of Columbia
SCBLE37G53C833835,Buick,1996,Aquamarine,50527.52,Florida
WAUMK78K09N999615,Toyota,2006,Blue,74783.83,California
2GKALMEK8C6495979,Buick,1987,Yellow,64346.42,California
1C3BC7EG2BN997124,Volvo,2002,Aquamarine,25556.01,Nevada
WBAKX8C50BC013646,Mercedes-Benz,2007,Puce,26367.67,New York
1GD311CG4FZ734746,Mercedes-Benz,2000,Mauv,39341.31,Tennessee
WDDGF4HB8EA451789,Dodge,2001,Violet,47952.16,District of Columbia
1G6DG5E56D0849394,Saab,2005,Purple,43169.63,Alabama
1G6AB5SX5E0207127,Chevrolet,1999,Green,26013.57,Indiana
WBAEV53474K043146,Audi,1985,Pink,37997.20,Wisconsin
1G4GE5E37CF416415,Dodge,1993,Khaki,34736.04,Wisconsin
1N6AA0CJ5EN013405,Volkswagen,2007,Turquoise,41657.81,Florida
3VW4S7AT9EM365839,Chevrolet,1992,Turquoise,27411.07,Florida
WAUJT68E52A208450,Kia,2008,Pink,30409.30,Virginia
SALAK2V6XFA128152,Toyota,1992,Violet,26096.88,Florida
19XFB4F39EE911875,BMW,2008,Khaki,32065.11,Virginia
TRUSC28N021992249,Ford,1990,Blue,21478.42,Ohio
1N4AB7AP0DN233653,Suzuki,1989,Turquoise,61792.66,Missouri
JHMFA3F20BS883301,GMC,2006,Maroon,41978.84,Arizona
JN8AZ2NC4F9097253,Ford,1994,Crimson,56291.42,Ohio
WBADX1C59CE929389,Honda,1996,Teal,21012.12,Virginia
WAUKH98EX6A440037,Dodge,1997,Purple,35353.30,Illinois
YV440MBM1F1037521,Toyota,1985,Mauv,54575.44,Oklahoma
1GD020CG3CF679228,Lincoln,1986,Puce,29116.91,Michigan
JN8BS1MW9EM781256,Buick,1989,Yellow,42180.74,South Carolina
KMHDB8AE8AU773017,Mazda,1984,Goldenrod,25382.01,California
SCFEBBCF0BG961396,Isuzu,1994,Aquamarine,30578.84,Georgia
5FPYK1F45CB791409,Nissan,2010,Yellow,65161.12,New York
WBAEV33493P390175,BMW,2000,Pink,55614.75,Michigan
YV4940BZ6D1544040,Ford,2000,Goldenrod,28041.14,California
WA1AY74L97D802361,GMC,1992,Orange,37725.39,Tennessee
2CTALMEC1B6624359,Fiat,2012,Turquoise,62568.78,Iowa
WAUEFBFL5DN525854,Nissan,2011,Aquamarine,71462.58,California
WA1CFAFP0BA225211,Subaru,2009,Red,73555.62,Utah
WAUDL94F45N763741,Porsche,2010,Turquoise,32051.29,New York
1FTNX2A56AE202852,MINI,2004,Indigo,60745.57,Missouri
1G4GJ5G31DF442499,Chevrolet,1996,Puce,63316.55,Florida
2HNYD18276H758127,Buick,1993,Goldenrod,32988.25,Connecticut
WBA3B9C59DF265888,Mitsubishi,2005,Blue,57016.86,Colorado
JN1CV6AR3FM193053,Pontiac,1986,Blue,51606.85,Pennsylvania
KMHHU6KJ2FU219913,Spyker,2006,Crimson,71672.44,Florida
SCFAB01A77G945696,Buick,1987,Maroon,47059.88,Tennessee
2G61R5S30D9597745,GMC,1993,Aquamarine,35087.72,Kentucky
WAUML64B13N176907,Chevrolet,2008,Red,47892.68,Ohio
JN8AZ1MU2CW062521,Nissan,2001,Puce,79683.68,Florida
JN8AZ2NC0F9900219,Pontiac,2009,Blue,26267.20,Texas
1GKS2GEJXCR224328,Isuzu,2001,Khaki,58335.34,Wisconsin
1GKKRNED4CJ224124,Chevrolet,2002,Purple,70083.25,Florida
1N6AD0CU4EN764819,Buick,1987,Green,61071.43,Indiana
WDDHF5KB1EA208392,Ford,1980,Turquoise,45788.98,Virginia
19UUA56732A390493,Mercedes-Benz,2004,Blue,79116.23,Connecticut
WAULT58E45A176453,Saturn,2002,Blue,54609.30,California
19XFA1F23AE384242,Chevrolet,2007,Fuscia,37242.68,North Carolina
1G6DU6EA8A0353097,Chevrolet,1999,Goldenrod,44431.93,Indiana
WAULC58E95A588190,Audi,2008,Pink,25436.64,Texas
3VW217AU3FM299857,Lotus,1993,Red,60296.01,California
1G4HP54K43U501280,Toyota,2004,Green,78652.00,South Carolina
WDDGF4HB7DG577105,Mitsubishi,1993,Violet,62513.59,Texas
1N6AF0KYXFN444274,Jeep,1996,Puce,68891.99,Arkansas
WBSBL93424P217591,Hummer,1995,Purple,47745.60,Virginia
JTMHY7AJ0B4551925,GMC,1997,Turquoise,64320.27,Kentucky
1G6KD57Y96U944728,Mercedes-Benz,2012,Purple,68400.59,Georgia
2C3CCAET7CH652356,Chevrolet,2007,Pink,76936.95,California
5UXFF0C55AL660579,Lincoln,1994,Puce,76464.55,Alabama
1G6DJ5ED8B0674300,Honda,1985,Green,67154.52,Iowa
WAUEH78E47A651446,Mercedes-Benz,1988,Green,61738.48,Florida
JN8AZ1MU6DW805750,Subaru,2011,Pink,48659.05,Arkansas
1GYEE437180239442,Bentley,2012,Blue,63052.44,New York
YV440MBC4F1174119,Nissan,2012,Puce,30381.00,Florida
SALFR2BG1EH997646,Chevrolet,1993,Mauv,45324.40,Texas
NM0KS9BN1BT648414,Cadillac,2009,Teal,29665.38,Colorado
19UUA96289A046972,Saab,2003,Violet,32882.62,Colorado
3LN6L2LU5ER931933,Mercedes-Benz,2004,Blue,22520.28,Illinois
WUAPV64B83N178330,BMW,1959,Puce,31724.77,Florida
1FTEW1E82AF234726,Ford,1987,Violet,58117.62,California
KMHHT6KD7DU233848,Dodge,1992,Mauv,32423.63,California
KM8NU4CC8AU175237,GMC,1995,Red,65113.76,Virginia
3VW517AT7EM960258,Dodge,2007,Goldenrod,43121.97,Illinois
WBSBL93424P612743,Ford,2003,Blue,52601.59,South Carolina
WAUTFAFH1DN842771,Porsche,1988,Purple,22043.52,California
WA1CMAFE2BD147663,Volkswagen,1993,Goldenrod,62244.64,Florida
5UXFE8C55AL225059,Volkswagen,2004,Goldenrod,47269.19,California
SAJWA4FB9CL457918,Toyota,2003,Aquamarine,21594.35,Alabama
1C3CDZCB1CN454708,Dodge,2010,Indigo,68941.09,Minnesota
19XFB2E25CE791356,Ford,1983,Red,53317.73,Texas
1FTMF1EW4AK964025,BMW,1993,Turquoise,52937.71,Massachusetts
1N4AB7AP9DN918329,Mercedes-Benz,1987,Teal,21956.53,Ohio
1GYS4PKJ0FR985281,Honda,2003,Violet,29348.40,New Mexico
5UXZV4C58CL045194,Porsche,2003,Indigo,61188.95,Texas
1G6AB5RAXE0482655,Ford,2010,Green,35703.07,New Mexico
5UXFE8C5XAL934098,Ford,2004,Red,26920.16,Massachusetts
JN1EY1AP5DM568584,Ford,1993,Violet,74127.80,North Carolina
JN8AZ2KR3AT575988,Dodge,2007,Yellow,36466.36,Michigan
2C3CDZBT2FH410594,BMW,1994,Pink,68469.98,Maryland
3D73Y3CL9AG277066,Pontiac,1990,Indigo,44522.17,Wisconsin
1G6AE1R30F0395138,Toyota,2012,Mauv,24587.16,Tennessee
WBA5M4C56ED774792,Chevrolet,1994,Violet,27220.45,Maryland
1FM5K7B87DG734040,Lexus,2003,Violet,72566.30,Michigan
JN8AZ2NCXC9864339,Nissan,2008,Fuscia,24976.93,Arizona
5FRYD4H26GB830044,Subaru,1994,Pink,71582.73,Indiana
3FA6P0PU6FR105039,Chevrolet,2012,Yellow,76786.28,District of Columbia
WAULFAFR3CA517229,Lexus,2012,Yellow,22245.39,California
JH4CW2H69EC207314,Suzuki,1994,Yellow,50884.65,Virginia
WAUEH78E96A746549,GMC,2012,Aquamarine,77183.41,Nevada
1G4HB5EM5AU996407,Chevrolet,1995,Yellow,70195.85,Florida
WP0AA2A86AU296220,Land Rover,2001,Purple,37251.88,California
WAULL44E36N536306,Volvo,2000,Yellow,26253.46,California
1G4GD5ER8CF089725,Porsche,2011,Goldenrod,41276.03,Kentucky
WP0AA2A9XCS954824,Toyota,2000,Blue,49900.29,Virginia
2C3CA4CD3AH464711,Volvo,2007,Teal,31313.07,Nebraska
1GYS3CEF9ER540264,Lamborghini,1993,Turquoise,34517.31,Texas
JTHDU1EF3B5226790,Ford,1993,Violet,22357.42,Arizona
1B3CB1HA5BD159443,Mercury,1992,Green,33137.21,California
1FTWF3C54AE084360,Ford,1994,Violet,74169.84,North Carolina
2G4GX5GV3B9151086,Porsche,1995,Yellow,79246.86,New York
1G4HR54K424426492,Volvo,1995,Orange,75523.43,California
1GYFK46878R534218,Mitsubishi,1985,Green,34795.30,New York
1C4PJLAB6EW189884,Ford,2010,Maroon,22054.50,Alaska
WA1VGAFP2EA131969,Audi,2008,Goldenrod,73817.52,Texas
4USBT53515L527839,Volvo,1993,Teal,73246.17,California
WUADUAFG7CN019770,Ford,1987,Khaki,78038.57,Texas
WP0AB2A93BS324512,Dodge,2000,Violet,65142.74,Florida
SCFBB04B88G285243,Mazda,1998,Indigo,63369.24,Texas
SCBGU3ZA1EC314927,Mazda,2000,Turquoise,45454.69,California
5LMJJ3J51CE952759,BMW,2000,Indigo,21497.42,Ohio
1GKUCGEJ4AR281479,Buick,1991,Turquoise,54539.84,North Carolina
5N1BA0NDXFN481660,Ford,2009,Aquamarine,40611.46,California
3C6JD6EPXCG152022,BMW,2006,Goldenrod,57711.58,Florida
WBA5A7C53FD169432,Cadillac,2010,Aquamarine,62644.63,Texas
WAULT58E55A814550,Mercedes-Benz,1991,Goldenrod,27627.92,Virginia
1FTEW1CM0DK224594,Cadillac,1996,Puce,51664.12,Pennsylvania
3FADP4AJ7CM442034,BMW,2005,Puce,75442.96,Kansas
WVWAN7AN4EE948758,Hyundai,2004,Puce,51577.89,Pennsylvania
JN1AY1AR8DM759769,Audi,1994,Puce,38475.12,Utah
JTEBU4BF6DK366444,Chevrolet,1993,Red,38941.23,Ohio
4T1BK3DB6AU787509,Chrysler,1997,Green,77224.24,Ohio
WA1CMAFE1CD066333,Aston Martin,2012,Crimson,35523.82,District of Columbia
JM1BL1K39B1714638,BMW,2009,Green,26103.31,Texas
JHMFA3F29AS554935,Porsche,2006,Green,78662.38,California
WBXPA93455W258598,Mercedes-Benz,2010,Turquoise,34544.50,California
WBSWL93548P540203,Volvo,2003,Blue,58679.00,Colorado
